Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
Cayenne,org.apache.cayenne.crypto.transformer.value.BigIntegerConverter,BigIntegerConverter,Public Class,4,0,4,0,1,4,2,5,2,1,17,23,1.35,2,2,8,6,2,0,5,5,2,0,45,1,1,0,4,0,0,0,0,2,5,10,4,No
Cayenne,org.apache.cayenne.crypto.transformer.value.BigDecimalConverter,BigDecimalConverter,Public Class,4,2,7,0,1,9,2,14,2,3,31,23,0.74,6,6,12,10,2,0,16,14,2,0,68,2,1,1,4,0,0,0,0,2,17,23,5,No
Cayenne,org.apache.cayenne.crypto.transformer.value.LocalDateConverter,LocalDateConverter,Public Class,3,0,4,0,1,4,2,5,0,1,15,21,1.4,4,4,8,6,0,0,4,4,3,1,41,1,1,0,3,0,0,0,0,3,5,9,3,No
Cayenne,org.apache.cayenne.crypto.transformer.value.LocalTimeConverter,LocalTimeConverter,Public Class,3,0,4,0,1,4,2,5,0,1,15,21,1.4,4,4,8,6,0,0,4,4,3,1,41,1,1,0,3,0,0,0,0,3,5,9,3,No
Cayenne,org.apache.cayenne.crypto.transformer.value.LocalDateTimeConverter,LocalDateTimeConverter,Public Class,3,2,10,1,2,13,2,13,0,1,35,23,0.66,8,8,17,15,0,0,22,17,3,1,71,3,1,1,3,0,0,0,0,3,21,27,5,No
Cayenne,org.apache.cayenne.crypto.CryptoServerModuleProvider,CryptoServerModuleProvider,Public Class,3,0,4,0,1,4,2,3,0,0,15,3,0.2,7,7,8,5,0,0,4,4,3,0,21,1,1,0,3,0,0,0,0,3,4,8,3,No
Cayenne,org.apache.cayenne.crypto.key.JceksKeySource.(Anon_1),(Anon_1),Anonymous Class,3,0,4,0,1,4,1,4,0,1,14,0,0,3,3,1,4,0,0,11,3,3,0,18,1,2,0,3,0,0,0,0,3,4,7,3,No
Cayenne,org.apache.cayenne.crypto.reader.CryptoRowReaderFactoryDecorator.DecoratedFullRowReader,DecoratedFullRowReader,Private Class,3,1,7,0,2,8,2,7,0,0,27,0,0,9,9,12,10,1,0,11,10,3,4,34,2,1,1,3,42,25,1,0,1,13,19,5,No
Cayenne,org.apache.cayenne.crypto.reader.CryptoRowReaderFactoryDecorator.DecoratedRowDescriptor,DecoratedRowDescriptor,Private Static Class,7,0,4,0,1,4,1,3,0,0,11,0,0,2,2,4,4,1,0,4,4,2,1,14,1,2,0,2,0,0,0,0,1,5,8,2,No
Cayenne,org.apache.cayenne.crypto.reader.CryptoRowReaderFactoryDecorator.DecoratedScalarRowReader,DecoratedScalarRowReader,Private Class,2,0,9,0,2,9,2,2,0,0,23,0,0,9,9,8,7,1,0,11,10,2,3,25,2,1,1,2,0,0,0,0,1,11,16,4,No
